gene_id,Plate,Disease,Position,Residuals,gene_name,gene_type
ENSG00000278267.1,0.1045307166800913,0.0020896996098565446,9.002253706219578e-11,0.8933795836200296,MIR6859-1,miRNA
ENSG00000238009.6,0.3177464174952179,0,4.514751528221412e-10,0.6822535820533069,AL627309.1,lincRNA
ENSG00000269981.1,0.3672822190572782,0,3.5592886139997317e-10,0.632717780586793,AL627309.7,processed_pseudogene
ENSG00000239906.1,0.001470259513595948,0,7.213282494075966e-10,0.9985297397650758,AL627309.2,antisense
ENSG00000279928.2,0.09680027376235194,0,0,0.903199726237648,FO538757.2,unprocessed_pseudogene
ENSG00000279457.4,0.5816103120460028,0.0280116511881707,7.357730628490705e-10,0.3903780360300535,FO538757.1,unprocessed_pseudogene
ENSG00000228463.10,0.042651341608803,0.006814660756952843,2.249201287569795e-9,0.9505339953850429,AP006222.1,transcribed_processed_pseudogene
ENSG00000237094.12,0.1337594583235703,0.14538425120188564,3.2899494418284727e-10,0.7208562901455492,AL732372.2,transcribed_unprocessed_pseudogene
ENSG00000229344.1,0.5346847205816293,0,1.3063139155672903e-10,0.4653152792877392,MTCO2P12,unprocessed_pseudogene
ENSG00000198744.5,0.45302967154912843,0,3.028863595477142e-10,0.5469703281479853,MTCO3P12,unprocessed_pseudogene
ENSG00000228327.3,0.17922329387548724,0,3.5829966657254443e-10,0.8207767057662131,AL669831.1,transcribed_unprocessed_pseudogene
ENSG00000237491.8,0,0,6.967795346505355e-10,0.9999999993032205,AL669831.5,lincRNA
ENSG00000230092.7,0.09910332643507226,0.012334733976785198,0,0.8885619395881426,AL669831.4,transcribed_unprocessed_pseudogene
ENSG00000228794.8,0.34619867791595565,0.041665889775772215,7.208652184517029e-10,0.6121354315874069,LINC01128,processed_transcript
ENSG00000225880.5,0.5445925862007778,0.022798617577468507,4.838189779016036e-10,0.4326087957379346,LINC00115,lincRNA
ENSG00000230368.2,0.32923104720963736,0,1.5053840143870933e-9,0.6707689512849785,FAM41C,lincRNA
ENSG00000188976.10,0.683131093670935,0,2.0604055487681439e-10,0.31686890612302443,NOC2L,protein_coding
ENSG00000187961.13,0.038444396406371845,0,2.01392493064774e-9,0.9615556015797032,KLHL17,protein_coding
ENSG00000187583.10,0.2583632589781331,0.026224660311954535,4.6121646202978437e-10,0.715412080248696,PLEKHN1,protein_coding
ENSG00000187642.9,0.4166612970595131,0.0267444235072651,2.97522358488666e-10,0.5565942791356994,PERM1,protein_coding
ENSG00000188157.14,0.27587041393649886,0.1309578673273714,4.572927146709911e-10,0.5931717182788371,AGRN,protein_coding
ENSG00000131591.17,0.22045673471273639,0.0052937367521323124,5.536850372185501e-10,0.7742495279814462,C1orf159,protein_coding
ENSG00000186891.13,0.15093130617968262,0,5.520902219901636e-10,0.8490686932682271,TNFRSF18,protein_coding
ENSG00000186827.10,0.44158515870560594,0.018491642055958574,2.9481866902050916e-10,0.5399231989436168,TNFRSF4,protein_coding
ENSG00000078808.16,0.5948129466607566,0.030098578064033824,2.781197073095024e-10,0.3750884749970898,SDF4,protein_coding
ENSG00000176022.5,0.649110218161099,9.662458483821595e-4,2.8292520385612007e-10,0.34992353570759355,B3GALT6,protein_coding
ENSG00000184163.3,0,0,5.501229546990815e-10,0.9999999994498772,C1QTNF12,protein_coding
ENSG00000260179.1,0.059809722891261394,0,2.061609630162727e-9,0.940190275047129,AL162741.1,lincRNA
ENSG00000160087.20,0.4298752888571214,0.002073415326266992,1.3739187177329341e-9,0.5680512944426929,UBE2J2,protein_coding
ENSG00000230415.1,0,0,6.64742459698808e-10,0.9999999993352575,LINC01786,lincRNA
ENSG00000162572.20,0.06675292281797982,0,0,0.9332470771820202,SCNN1D,protein_coding
ENSG00000131584.18,0.43818400412661135,0.01099780380063003,3.4813781886906135e-10,0.5508181917246207,ACAP3,protein_coding
ENSG00000169972.11,0.3242818879207827,0,5.241999727326473e-10,0.6757181115550174,PUSL1,protein_coding
ENSG00000127054.20,0.26197098632157423,0.026054578943190066,4.345675706681126e-10,0.7119744343006681,INTS11,protein_coding
ENSG00000240731.1,0.1685127425691568,0,4.431316761183763e-10,0.8314872569877114,AL139287.1,sense_intronic
ENSG00000224051.6,0.5634097780546634,0.0065930333669606276,9.012364916098068e-11,0.4299971884882524,CPTP,protein_coding
ENSG00000107404.19,0.6690209128625862,0,0,0.3309790871374137,DVL1,protein_coding
ENSG00000175756.13,0.518560864898154,0.014814983330834947,3.808571696126386e-11,0.46662415173292526,AURKAIP1,protein_coding
ENSG00000221978.11,0.6143443058966052,0,3.885581818404856e-10,0.38565569371483666,CCNL2,protein_coding
ENSG00000224870.6,0.526317815146404,0,1.9526406827535718e-10,0.47368218465833195,AL391244.1,processed_transcript
ENSG00000242485.5,0.4769109479703762,0,4.0306325524389304e-10,0.5230890516265606,MRPL20,protein_coding
ENSG00000272455.1,0.162555532957201,0.007989467981723388,5.098705372287773e-10,0.8294549985512052,AL391244.3,lincRNA
ENSG00000160072.19,0.24779302201204229,0,9.624530887740747e-10,0.7522069770255045,ATAD3B,protein_coding
ENSG00000197785.13,0.37683613153928813,0.010162019799920256,8.752569700284331e-10,0.6130018477855347,ATAD3A,protein_coding
ENSG00000205090.8,0.25515346756635154,0,9.69075535102781e-10,0.7448465314645729,TMEM240,protein_coding
ENSG00000160075.11,0.3913361456515167,0.00771994342185166,4.532769342646293e-10,0.6009439104733547,SSU72,protein_coding
ENSG00000215014.5,0.25330858709017756,0.031248296829127865,3.982580965569395e-10,0.7154431156824366,AL645728.1,processed_transcript
ENSG00000228594.3,0.10491979427660439,0,0,0.8950802057233955,FNDC10,protein_coding
ENSG00000272106.1,0.16421936725642333,0,4.238341208740374e-10,0.8357806323197425,AL691432.2,antisense
ENSG00000197530.12,0.41710799217738737,0.006180872791510836,0,0.5767111350311017,MIB2,protein_coding
ENSG00000248333.8,0.2815855468392141,0.009691552337891216,5.33452697522974e-10,0.7087229002894421,CDK11B,protein_coding
ENSG00000272004.1,0.036744834912034056,0,0,0.9632551650879658,FO704657.1,antisense
ENSG00000189339.11,0.43098142854376126,0.04694728863431753,3.649796919076157e-10,0.5220712824569416,SLC35E2B,protein_coding
ENSG00000008128.22,0.1411354734337636,0.02336050431045292,4.1758289727269005e-10,0.8355040218382006,CDK11A,protein_coding
ENSG00000268575.1,0.3606504923347002,5.167379270835425e-4,9.158544018940709e-10,0.6388327688223618,AL031282.2,processed_transcript
ENSG00000227775.3,0.179250911789659,0.09073508433038165,2.2541656748735933e-10,0.7300140036545428,AL031282.1,transcribed_processed_pseudogene
ENSG00000215790.7,0.37647857779970256,0,6.491601835265175e-10,0.6235214215511372,SLC35E2A,protein_coding
ENSG00000008130.15,0.3759368277359546,0.16862481319002698,0,0.4554383590740185,NADK,protein_coding
ENSG00000078369.17,0.4899308368430771,0.06706290859751313,3.093591079617485e-10,0.44300625425005064,GNB1,protein_coding
ENSG00000067606.16,0.37715564615820996,0.02898664672784603,7.114873311928867e-10,0.5938577064024567,PRKCZ,protein_coding
ENSG00000271806.1,0.0031585809839918804,0,6.689968118593266e-10,0.9968414183470113,AL590822.2,antisense
ENSG00000182873.5,0.001472737299589397,0.030595865997326766,8.350406111104056e-10,0.9679313958680432,PRKCZ-AS1,antisense
ENSG00000162585.16,0.30059891954442214,0,4.552343204397164e-10,0.6994010800003436,FAAP20,protein_coding
ENSG00000157933.9,0.4295626119293914,0.028417608787005014,9.692712628688958e-10,0.5420197783143325,SKI,protein_coding
ENSG00000116151.13,0,0,6.972692462051879e-10,0.9999999993027308,MORN1,protein_coding
ENSG00000269896.2,0.03755875950468962,0,0,0.9624412404953103,AL513477.1,transcribed_processed_pseudogene
ENSG00000157916.19,0.07590946249116949,0.11303905088447411,4.976432907446412e-10,0.8110514861267131,RER1,protein_coding
ENSG00000157911.10,0.3896399776738819,0,1.126076802599983e-9,0.6103600212000412,PEX10,protein_coding
ENSG00000149527.17,0.49468521638189444,0,1.0298218202611716e-9,0.5053147825882838,PLCH2,protein_coding
ENSG00000157881.13,0.5394091213035691,0,0,0.4605908786964309,PANK4,protein_coding
ENSG00000272449.2,0,0,6.232438442349559e-10,0.9999999993767561,AL139246.5,lincRNA
ENSG00000238164.6,0.34583946308690816,0.11148565728310654,1.8562068705402758e-9,0.5426748777737784,TNFRSF14-AS1,antisense
ENSG00000157873.17,0.4889274246746707,0.010357399299971102,7.15676342445247e-10,0.5007151753096818,TNFRSF14,protein_coding
ENSG00000225931.3,0.32308995714954736,0,0,0.6769100428504526,AL139246.2,TEC
ENSG00000228037.1,0.004134402370915202,0.03547496878131899,5.475605203132706e-10,0.9603906283002053,AL139246.3,lincRNA
ENSG00000157870.15,0.1238914009714653,0,6.475661285658381e-10,0.8761085983809687,PRXL2B,protein_coding
ENSG00000142606.15,0.31194215198663366,0.12029564885807514,5.700193540693842e-14,0.5677621991552342,MMEL1,protein_coding
ENSG00000215912.12,0.20363788664705712,0,5.83347634154646e-10,0.7963621127695952,TTC34,protein_coding
ENSG00000162591.15,0.4343214973436464,0.03754569570008746,7.604683367733778e-10,0.5281328061957977,MEGF6,protein_coding
ENSG00000238260.1,0.011990017518480361,0,6.619062961721988e-10,0.9880099818196134,AL513320.1,antisense
ENSG00000158109.14,0.41226122015379035,0.035586625055037804,1.7909024866819e-10,0.5521521546120816,TPRG1L,protein_coding
ENSG00000116213.15,0.2408314805934174,0,5.331026403131576e-10,0.7591685188734799,WRAP73,protein_coding
ENSG00000227372.12,0.3343122484732734,0,5.118194624459789e-10,0.6656877510149071,TP73-AS1,transcribed_unitary_pseudogene
ENSG00000162592.9,0.0788537332270735,0.09428891830164451,6.790366390197197e-10,0.8268573477922454,CCDC27,protein_coding
ENSG00000235169.8,0.42489169620956996,0,3.0465671925463285e-10,0.5751083034857732,SMIM1,protein_coding
ENSG00000130764.9,0.3253603244906426,0,1.1025540947600932e-9,0.6746396744068033,LRRC47,protein_coding
ENSG00000116198.12,0.39467135164131795,0,5.766663884908534e-10,0.6053286477820157,CEP104,protein_coding
ENSG00000169598.15,0.1493243349318006,0,5.531351423718388e-10,0.8506756645150642,DFFB,protein_coding
ENSG00000198912.10,0.2393642007385831,0,1.8541827504801635e-10,0.7606357990759985,C1orf174,protein_coding
ENSG00000236423.5,0.16264782997414082,0,6.18378726764423e-10,0.8373521694074804,LINC01134,lincRNA
ENSG00000196581.10,0.12379708638299927,0.00726585428536634,5.650092324159262e-10,0.8689370587666251,AJAP1,protein_coding
ENSG00000236948.2,0.29947656360582403,0.035922494607655675,1.5162562918113001e-10,0.6646009416348946,AL365255.1,lincRNA
ENSG00000131697.17,0.5149910919351816,0,4.572153378540266e-10,0.48500890760760307,NPHP4,protein_coding
ENSG00000069424.14,0.517982962182562,0.039014653713165245,2.0726285530098325e-10,0.4430023838970099,KCNAB2,protein_coding
ENSG00000116251.10,0.7661543057136858,0.01780238170776287,1.3483134377568735e-10,0.21604331244371994,RPL22,protein_coding
ENSG00000158286.12,0.09367604145287325,0.24118272902113475,7.484816044483028e-10,0.6651412287775104,RNF207,protein_coding
ENSG00000116237.15,0.4878910414142557,0,2.5742554318378183e-10,0.5121089583283187,ICMT,protein_coding
ENSG00000158292.6,0.30233285010111666,0,4.5383472117198135e-10,0.6976671494450486,GPR153,protein_coding
ENSG00000097021.19,0.3867608285041262,0.008390023068268193,7.739565483173579e-10,0.6048491476536492,ACOT7,protein_coding
ENSG00000271746.1,0.16498573798417543,0,6.14440533653816e-10,0.8350142614013841,AL031848.2,antisense
ENSG00000069812.11,0.07103093900820512,0.0720511041426168,3.7453175180112275e-10,0.8569179564746463,HES2,protein_coding
ENSG00000187017.16,0.3362004386979187,0,5.067423692494144e-10,0.663799560795339,ESPN,protein_coding
ENSG00000215788.10,0.03885691382394929,0.056696731447694035,4.4120021899764025e-10,0.9044463542871565,TNFRSF25,protein_coding
ENSG00000171680.21,0.5108713517263701,0.05182304187610789,2.183050471140072e-10,0.4373056061792169,PLEKHG5,protein_coding
ENSG00000162408.10,0.22326837635560554,0,4.880880885476563e-10,0.7767316231563064,NOL9,protein_coding
ENSG00000204859.12,0.5379098310556737,0.08847470991701104,1.0659345788309133e-10,0.37361545892072184,ZBTB48,protein_coding
ENSG00000162413.16,0.4823444173062449,0.14408418179766866,2.0320080302271907e-10,0.37357140069288564,KLHL21,protein_coding
ENSG00000116273.5,2.3065490287892398e-5,0.002048956537457587,6.177412673351089e-10,0.9979279773545132,PHF13,protein_coding
ENSG00000041988.15,0.35566858406720203,0,2.8757485871543386e-10,0.6443314156452231,THAP3,protein_coding
ENSG00000007923.15,0.3145488487858489,0,3.061480730788407e-10,0.685451150908003,DNAJC11,protein_coding
ENSG00000237436.1,0.3149040609003079,0,6.110737064627504e-10,0.6850959384886183,CAMTA1-DT,antisense
ENSG00000171735.18,0.1513734825738219,0.04001891091526616,5.661918027309876e-10,0.8086076059447201,CAMTA1,protein_coding
ENSG00000049245.12,0.6125710734873877,0.06207820438844632,1.0094497252764997e-10,0.3253507220232211,VAMP3,protein_coding
ENSG00000269925.1,0.2724458132983076,0.08743915464135182,3.090038677613332e-10,0.6401150317513368,Z98884.2,sense_intronic
ENSG00000049246.14,0.24155981354265121,0.05829101323378444,5.274409596925378e-10,0.7001491726961234,PER3,protein_coding
ENSG00000236266.1,0.04278639409580355,0.12987422001946047,5.415790180420332e-10,0.827339385343157,Z98884.1,antisense
ENSG00000049247.13,8.728281727883282e-4,0.2416104289948421,4.74890298281225e-10,0.7575167423574793,UTS2,protein_coding
ENSG00000049249.8,0.2801358150409049,0.15685538275556857,2.1966314527678104e-10,0.5630088019838634,TNFRSF9,protein_coding
ENSG00000116288.12,0.5361182115587895,0,4.45660143083705e-10,0.4638817879955505,PARK7,protein_coding
ENSG00000284747.1,0.06566722766699654,0.005684155982074126,1.8149457800346657e-9,0.9286486145359836,AL034417.4,antisense
ENSG00000116285.12,0.06542644893124996,0.02334969630024702,2.081084814001738e-9,0.9112238526874182,ERRFI1,protein_coding
ENSG00000142599.17,0.3109468554053026,0.210140376321492,1.5063986454401255e-10,0.47891276812256556,RERE,protein_coding
ENSG00000232912.5,0.13735535189157375,0.1309922015786942,7.893630010964545e-10,0.731652445740369,AL096855.1,antisense
ENSG00000224315.2,0.08615632685491842,0,0,0.9138436731450816,RPL7P7,processed_pseudogene
ENSG00000222511.2,0.38192435911670963,0,5.515720750564012e-10,0.6180756403317184,RF00019,misc_RNA
ENSG00000228423.2,0.2345028203011675,0,6.831166652054678e-10,0.7654971790157158,AL357552.2,lincRNA
ENSG00000074800.15,0.4707351665143411,0.017040655919781374,6.680424138430129e-10,0.5122241768978352,ENO1,protein_coding
ENSG00000230679.1,0.0013388420155175922,0.036128410649232105,5.777631664409905e-10,0.9625327467574871,ENO1-AS1,antisense
ENSG00000232208.2,2.037982250103126e-4,0.027330403024853803,5.132682493954783e-10,0.9724657982368676,AL139415.1,processed_pseudogene
ENSG00000131686.14,0,0,5.921377132686893e-10,0.9999999994078623,CA6,protein_coding
ENSG00000142583.17,0.07061125216080079,0.1493094668181863,4.925105854881084e-10,0.7800792805285024,SLC2A5,protein_coding
ENSG00000180758.11,0.005439898044662567,0.042018515378804286,6.193715969303768e-10,0.9525415859571615,GPR157,protein_coding
ENSG00000228526.7,0.32338086518788073,0.14923399307748653,8.001027332993107e-10,0.52738514093453,MIR34AHG,lincRNA
ENSG00000049239.12,0.4041164533789381,0.03233481632621518,1.2454824306801534e-10,0.5635487301702984,H6PD,protein_coding
ENSG00000171621.13,0.14824657910182207,0,5.538360368842964e-10,0.8517534203443419,SPSB1,protein_coding
ENSG00000171612.6,0,0,7.581478846559049e-10,0.999999999241852,SLC25A33,protein_coding
ENSG00000231181.1,0.09866677260736341,0,2.6290906466263847e-9,0.9013332247635459,AL954705.1,processed_pseudogene
ENSG00000188807.12,0.37914176067282807,0.001475472046709122,3.1504747395626995e-10,0.6193827669654154,TMEM201,protein_coding
ENSG00000171608.15,0.4607182144950298,0.1319944708526973,1.1670285590910176e-10,0.40728731453557004,PIK3CD,protein_coding
ENSG00000179840.5,0.2445199770228844,0.008807616218505326,8.718787216402262e-11,0.7466724066714224,PIK3CD-AS1,antisense
ENSG00000171603.17,0.4524873784250936,0,4.398649079818988e-10,0.5475126211350413,CLSTN1,protein_coding
ENSG00000178585.14,0.058507230151461406,0,0,0.9414927698485387,CTNNBIP1,protein_coding
ENSG00000162441.11,0.2794371736781291,0,4.325457132844816e-10,0.7205628258893252,LZIC,protein_coding
ENSG00000228150.1,0,0,6.502305147193665e-10,0.9999999993497696,AL357140.2,sense_intronic
ENSG00000173614.13,0.006961283431371264,0.04243861648918636,2.7078931270348767e-9,0.9506000973715493,NMNAT1,protein_coding
ENSG00000162444.11,0.2354568350344538,0.00271705119823684,1.1629671774271242e-9,0.7618261126043422,RBP7,protein_coding
